PUBID,wage,numChildren,age,educ,experience,tenure,marstat,fullTime,y2009
2663,18.75,0,23,4.College,5.806451613,0.788461538,Cohabiting,TRUE,0
2664,10,0,23,4.College,16.5483871,0.115384615,No romantic union,TRUE,0
2664,34.88,0,28,4.College,24.64516129,6.115384615,No romantic union,TRUE,1
2670,5.5,0,21,2.High school,7.516129032,2.519230769,No romantic union,FALSE,0
2670,19.23,0,26,4.College,14.67741935,3.961538462,No romantic union,TRUE,1
2672,15.06,0,24,4.College,11.96774194,1.807692308,Married,TRUE,0
2672,17.13,1,28,4.College,20.16129032,3.75,Married,TRUE,1
2681,6.5,0,23,4.College,5.741935484,0.980769231,No romantic union,TRUE,0
2681,9.01,1,28,4.College,13.80645161,4.326923077,Married,TRUE,1
2705,10.25,0,24,2.High school,10.61290323,1.096153846,No romantic union,FALSE,0
2705,9.75,0,29,2.High school,17.06451613,0.75,Married,TRUE,1
2712,7.3,4,26,1.Less than HS,11.5483871,0.442307692,No romantic union,FALSE,1
2717,6,3,24,2.High school,3.161290323,0.076923077,Cohabiting,FALSE,0
2717,7.65,4,28,2.High school,8.096774194,1.519230769,No romantic union,TRUE,1
2718,6,2,21,1.Less than HS,3.387096774,0.134615385,No romantic union,TRUE,0
2722,14.42,0,24,2.High school,11.4516129,1.596153846,Cohabiting,TRUE,0
2722,18.75,0,28,2.High school,18.93548387,6.057692308,No romantic union,TRUE,1
2724,10,2,27,2.High school,18.87096774,1.096153846,No romantic union,FALSE,1
2740,12.25,1,24,2.High school,13.09677419,1.211538462,Married,TRUE,0
2740,14,1,29,2.High school,20.51612903,4.384615385,Married,TRUE,1
2744,11,1,24,2.High school,13.22580645,1.480769231,Married,TRUE,0
2744,15,2,29,2.High school,21.22580645,6.25,Married,TRUE,1
2749,7.9,2,24,2.High school,13.77419355,1.269230769,Married,TRUE,0
2749,12.32,2,29,2.High school,21.93548387,3.596153846,Married,FALSE,1
2750,8.5,0,23,4.College,10.03225806,0.173076923,No romantic union,FALSE,0
2750,17.19,0,27,4.College,18.38709677,3.211538462,Married,TRUE,1
2754,2,0,22,2.High school,7.129032258,1.980769231,No romantic union,FALSE,0
2754,29.76,0,27,4.College,15,3.596153846,Cohabiting,TRUE,1
2764,2.19,0,20,2.High school,10.51612903,1.711538462,No romantic union,FALSE,0
2764,14.5,0,25,2.High school,17.64516129,0.807692308,Cohabiting,TRUE,1
2781,11,0,24,2.High school,15.67741935,2.230769231,Married,TRUE,0
2781,16.8,1,29,2.High school,23.51612903,2.653846154,Married,TRUE,1
2782,9.51,0,24,2.High school,12.38709677,1.980769231,No romantic union,FALSE,0
2782,9.89,0,29,3.Some college,19.29032258,0.653846154,Cohabiting,TRUE,1
2784,10.88,0,24,2.High school,13.35483871,1.230769231,No romantic union,TRUE,0
2784,16.35,0,29,2.High school,21.4516129,6.057692308,No romantic union,TRUE,1
2785,9.5,0,21,2.High school,8.806451613,2.423076923,No romantic union,TRUE,0
2785,12,0,26,2.High school,17.03225806,1.269230769,No romantic union,TRUE,1
2792,7.6,0,20,2.High school,4.580645161,2.730769231,No romantic union,FALSE,0
2792,8.53,0,25,4.College,10.12903226,0.211538462,Married,TRUE,1
2796,8,0,20,2.High school,6.709677419,3.730769231,No romantic union,TRUE,0
2796,9.5,0,25,2.High school,14.29032258,1.288461538,Married,TRUE,1
2802,11,0,21,2.High school,8.387096774,1.942307692,No romantic union,FALSE,0
2802,18.03,0,26,4.College,16.64516129,3.865384615,No romantic union,TRUE,1
2816,7.6,0,20,1.Less than HS,3.580645161,0.903846154,No romantic union,TRUE,0
2816,11.5,0,25,2.High school,11.70967742,1.826923077,Cohabiting,TRUE,1
2828,7,0,21,2.High school,7.806451613,0.634615385,No romantic union,TRUE,0
2828,11,0,26,2.High school,15.80645161,2.557692308,No romantic union,TRUE,1
2832,10.04,0,23,2.High school,10.29032258,2.519230769,Married,TRUE,0
2832,11.67,0,27,2.High school,16.16129032,1.980769231,Married,FALSE,1
2836,18.75,2,24,2.High school,7.806451613,0.538461538,Married,TRUE,0
2836,11.5,4,29,2.High school,13.32258065,0.692307692,Married,FALSE,1
2839,30,1,23,2.High school,8.225806452,1,Married,FALSE,0
2843,15.4,1,24,2.High school,10,0.807692308,No romantic union,FALSE,0
2843,19.5,2,29,2.High school,18.19354839,5.692307692,Married,FALSE,1
2844,10,0,20,2.High school,6.967741935,3.596153846,No romantic union,FALSE,0
2844,21.63,0,25,4.College,14.74193548,0.076923077,Cohabiting,TRUE,1
2870,10,0,21,2.High school,1.064516129,0.134615385,No romantic union,TRUE,0
2870,7.24,0,25,4.College,5.774193548,0.326923077,Married,TRUE,1
2894,15,0,29,4.College,11.87096774,2.019230769,Married,NA,1
2936,9.65,2,21,2.High school,13.93548387,0.596153846,Married,TRUE,0
2940,5.15,0,24,2.High school,9.35483871,5.442307692,No romantic union,TRUE,0
2940,6.36,0,29,2.High school,17.4516129,10.26923077,No romantic union,TRUE,1
2953,9,0,22,2.High school,8.806451613,1.557692308,No romantic union,FALSE,0
2953,11,0,27,3.Some college,16.93548387,3.846153846,No romantic union,TRUE,1
2985,5.55,0,22,2.High school,7.193548387,0.596153846,No romantic union,FALSE,0
2985,15.05,0,27,4.College,13.16129032,0.961538462,Married,TRUE,1
2986,17.58,0,23,4.College,NA,1.653846154,Cohabiting,TRUE,0
2986,20.2,0,28,4.College,NA,2.480769231,No romantic union,TRUE,1
2989,8,0,21,2.High school,8.580645161,0.134615385,No romantic union,FALSE,0
2989,16.16,0,26,4.College,16.61290323,1.288461538,Married,TRUE,1
3002,7.7,1,29,2.High school,NA,0.038461538,Married,FALSE,1
3006,11.03,0,23,2.High school,NA,0.115384615,No romantic union,TRUE,0
3006,15.2,0,28,3.Some college,NA,2.692307692,No romantic union,FALSE,1
3013,12.21,0,22,2.High school,11.83870968,2.865384615,No romantic union,FALSE,0
3014,10.8,2,24,2.High school,12.22580645,1.346153846,Cohabiting,TRUE,0
3014,12.24,2,29,2.High school,19.77419355,1.730769231,Married,TRUE,1
3018,8.17,0,22,2.High school,7.967741935,1.865384615,No romantic union,FALSE,0
3018,7.4,0,27,2.High school,14.70967742,0.211538462,No romantic union,FALSE,1
3021,6,0,23,2.High school,11.5483871,1.788461538,Cohabiting,FALSE,0
3021,12.82,0,28,4.College,19.61290323,0.980769231,Cohabiting,TRUE,1
3022,9.25,0,21,2.High school,NA,NA,No romantic union,FALSE,0
3022,18.27,0,26,4.College,NA,0.538461538,Married,TRUE,1
3028,8.55,0,21,2.High school,10.25806452,0.942307692,No romantic union,TRUE,0
3031,10.36,0,22,2.High school,10.06451613,1.019230769,No romantic union,TRUE,0
3031,15.31,0,27,4.College,17.51612903,3.211538462,No romantic union,TRUE,1
3037,10,1,20,2.High school,8.806451613,2.192307692,No romantic union,TRUE,0
3037,9.43,1,24,2.High school,15.70967742,2.480769231,No romantic union,TRUE,1
3045,10,0,20,2.High school,6.580645161,0.711538462,No romantic union,TRUE,0
3045,18.4,0,25,3.Some college,14.48387097,3.596153846,Married,TRUE,1
3046,7.75,0,24,2.High school,8.193548387,2.461538462,No romantic union,TRUE,0
3046,11,2,29,2.High school,NA,1.096153846,No romantic union,TRUE,1
3049,7,0,22,2.High school,NA,1.365384615,No romantic union,FALSE,0
3049,4.25,0,27,4.College,NA,0.25,No romantic union,FALSE,1
3054,7.4,0,28,2.High school,12.61290323,3.173076923,No romantic union,FALSE,1
3079,12,0,23,3.Some college,12.87096774,1.961538462,Cohabiting,TRUE,0
3079,16.04,0,27,4.College,20.77419355,1.211538462,Married,TRUE,1
3083,5.95,0,21,2.High school,NA,2.75,No romantic union,FALSE,0
3083,7,0,26,2.High school,NA,0.519230769,No romantic union,TRUE,1
3099,5.15,0,22,2.High school,10.06451613,0.961538462,No romantic union,FALSE,0
3099,22.69,0,26,4.College,17.93548387,2.730769231,Married,TRUE,1
3115,7.6,0,24,2.High school,11.64516129,1.057692308,No romantic union,TRUE,0
3115,12.7,1,29,2.High school,19,5.442307692,No romantic union,TRUE,1
3116,22.44,0,23,2.High school,4.419354839,1.442307692,No romantic union,TRUE,0
3116,25.44,1,27,2.High school,9.870967742,4.692307692,No romantic union,TRUE,1
3125,8.33,1,22,4.College,5.903225806,0.269230769,No romantic union,TRUE,0
3132,19.56,0,24,4.College,12.96774194,1.576923077,No romantic union,TRUE,0
3132,24,1,29,4.College,20.87096774,3.134615385,Married,FALSE,1
3134,6.5,1,22,2.High school,11.96774194,0.192307692,Cohabiting,FALSE,0
3134,12.31,1,27,4.College,19.06451613,3.75,Married,TRUE,1
3144,12,0,21,2.High school,7.870967742,1.692307692,Cohabiting,TRUE,0
3144,13.72,0,26,3.Some college,13.4516129,0.5,Married,TRUE,1
3153,5.5,0,27,3.Some college,NA,0.173076923,No romantic union,FALSE,1
3161,10.75,0,24,3.Some college,15.03225806,4.365384615,Married,TRUE,0
3161,11.15,0,29,3.Some college,23.09677419,3.173076923,Married,TRUE,1
3165,6.9,1,21,1.Less than HS,4.161290323,1.096153846,Married,FALSE,0
3165,12.5,1,26,1.Less than HS,11.38709677,1.615384615,Married,TRUE,1
3166,2.15,0,23,2.High school,9.612903226,0.596153846,No romantic union,FALSE,0
3166,28.85,0,28,4.College,17.83870968,1.980769231,No romantic union,FALSE,1
3168,3,0,20,2.High school,9.483870968,2.461538462,No romantic union,TRUE,0
3168,2.13,0,25,2.High school,17.58064516,6.615384615,Cohabiting,TRUE,1
3169,8.5,1,20,2.High school,NA,NA,No romantic union,TRUE,0
3170,7,0,22,4.College,11.87096774,0.442307692,Married,TRUE,0
3170,25.5,0,27,4.College,18.09677419,1.807692308,Married,TRUE,1
3177,9,0,20,1.Less than HS,7.032258065,3.230769231,Cohabiting,TRUE,0
3177,12.7,0,24,2.High school,15.19354839,8.096153846,Married,TRUE,1
3182,6.75,0,20,2.High school,9.838709677,0.25,No romantic union,FALSE,0
3182,9,0,25,2.High school,16.12903226,0.038461538,Married,TRUE,1
3186,12.5,0,23,4.College,8.064516129,1.019230769,Married,TRUE,0
3189,15,0,25,2.High school,13.19354839,0.519230769,Married,FALSE,0
3189,55,1,29,4.College,20.67741935,1.730769231,Married,TRUE,1
3200,8,0,24,2.High school,14.67741935,1.288461538,No romantic union,FALSE,0
3200,8,0,28,2.High school,22,0.576923077,Cohabiting,FALSE,1
3203,8,0,28,2.High school,7.387096774,1.615384615,Cohabiting,TRUE,1
3204,7.5,2,26,2.High school,3.870967742,0.019230769,No romantic union,NA,1
3206,8.75,1,21,1.Less than HS,8.741935484,4.173076923,Cohabiting,TRUE,0
3206,11.5,2,26,1.Less than HS,15.19354839,0.903846154,Cohabiting,TRUE,1
3213,7,0,21,2.High school,8.774193548,0.5,Married,TRUE,0
3213,21.77,2,26,4.College,17.06451613,4.346153846,Married,TRUE,1
3214,7.5,0,19,2.High school,6.290322581,0.038461538,Married,TRUE,0
3214,9.5,2,24,2.High school,13.67741935,0.269230769,Married,FALSE,1
3218,7,0,20,2.High school,3.290322581,1.846153846,No romantic union,FALSE,0
3218,2.4,0,25,4.College,10.87096774,2.788461538,No romantic union,TRUE,1
3221,6.46,0,24,4.College,8.483870968,0.923076923,Married,TRUE,0
3221,11.19,3,29,4.College,16.48387097,5.692307692,Married,TRUE,1
3228,7.85,1,22,2.High school,8.580645161,2.615384615,Cohabiting,TRUE,0
3228,9.03,2,26,2.High school,16.58064516,7.384615385,No romantic union,TRUE,1
3230,8.35,1,23,2.High school,11.80645161,1.403846154,Married,TRUE,0
3233,8.5,1,24,2.High school,13,0.153846154,No romantic union,TRUE,0
3233,9.09,1,29,2.High school,21.41935484,3.038461538,Cohabiting,TRUE,1
3235,11.54,1,28,4.College,NA,0.769230769,Married,TRUE,1
3237,7,0,23,2.High school,11.29032258,0.423076923,No romantic union,FALSE,0
3237,20,0,27,4.College,19.32258065,0.75,Married,TRUE,1
3238,7.5,0,23,4.College,7.548387097,0.384615385,Married,TRUE,0
3238,10.14,1,28,4.College,14.48387097,0.519230769,Married,FALSE,1
3239,3.1,0,21,2.High school,2.838709677,0.634615385,No romantic union,TRUE,0
3239,16.5,0,26,4.College,7.741935484,0.730769231,No romantic union,TRUE,1
3240,8,0,21,2.High school,7.774193548,0.076923077,Married,FALSE,0
3240,22,1,26,2.High school,13.64516129,0.673076923,No romantic union,FALSE,1
3248,9,0,23,3.Some college,8.967741935,0.923076923,Married,TRUE,0
3250,9.28,0,24,2.High school,13.25806452,2.307692308,No romantic union,FALSE,0
3252,7.5,0,20,2.High school,3.677419355,0.326923077,No romantic union,TRUE,0
3252,9,0,24,2.High school,8.225806452,1.538461538,No romantic union,TRUE,1
3255,7.7,0,23,2.High school,10.5483871,2.865384615,Married,TRUE,0
3255,8.5,0,28,2.High school,17.90322581,0.153846154,Married,FALSE,1
3267,9.25,0,22,2.High school,10.87096774,5.211538462,No romantic union,TRUE,0
3267,8.93,1,27,2.High school,19.06451613,3.711538462,No romantic union,FALSE,1
3297,6,0,20,2.High school,9.322580645,1.730769231,No romantic union,TRUE,0
3297,6,1,25,2.High school,17.32258065,6.5,Married,FALSE,1
3298,6.75,0,24,2.High school,10.19354839,4.115384615,Cohabiting,TRUE,0
3298,8.75,0,29,2.High school,18.41935484,9.019230769,No romantic union,FALSE,1
3308,12.25,0,22,2.High school,17.51612903,4.5,Cohabiting,TRUE,0
3308,14.4,0,27,2.High school,25.80645161,9.442307692,Cohabiting,TRUE,1
3313,5.25,0,21,2.High school,8.483870968,1.019230769,No romantic union,FALSE,0
3313,9.5,0,25,3.Some college,16.64516129,9.923076923,No romantic union,TRUE,1
3318,6.5,0,20,2.High school,3.935483871,0.307692308,No romantic union,TRUE,0
3318,5.26,1,25,2.High school,7.838709677,1.403846154,Cohabiting,TRUE,1
3319,6,1,23,2.High school,10.80645161,0.288461538,Married,FALSE,0
3319,5,2,28,2.High school,15.93548387,1.153846154,No romantic union,TRUE,1
3320,9,0,22,4.College,5.838709677,0.461538462,No romantic union,TRUE,0
3320,14.42,0,27,4.College,12.06451613,0.019230769,No romantic union,TRUE,1
3326,11.85,1,24,2.High school,13.90322581,1.653846154,Married,TRUE,0
3326,13.5,1,29,2.High school,21.96774194,6.461538462,Married,TRUE,1
3334,12,1,23,2.High school,11.61290323,2.807692308,Married,TRUE,0
3339,10,0,22,2.High school,4.612903226,0.115384615,Cohabiting,TRUE,0
3339,15,0,27,2.High school,12.87096774,1.576923077,Married,TRUE,1
3358,15.75,1,23,2.High school,11,4.846153846,No romantic union,TRUE,0
3358,25.96,1,28,2.High school,18.83870968,1.173076923,No romantic union,TRUE,1
3361,9,1,22,2.High school,NA,2.230769231,Married,TRUE,0
3361,15,2,27,2.High school,NA,6.980769231,Married,TRUE,1
3368,9.5,0,20,2.High school,6.612903226,3.942307692,No romantic union,FALSE,0
3393,8,0,22,4.College,5.612903226,2.730769231,No romantic union,FALSE,0
3393,13.31,0,27,4.College,7.935483871,1.269230769,Cohabiting,TRUE,1
3401,6.5,3,23,1.Less than HS,6.225806452,0.211538462,Married,TRUE,0
3402,6.5,0,23,2.High school,12.70967742,7.576923077,Cohabiting,TRUE,0
3402,12.5,1,28,2.High school,20.80645161,12.40384615,Married,TRUE,1
3406,7.41,0,21,2.High school,11.67741935,0.461538462,No romantic union,TRUE,0
3406,11.11,0,26,2.High school,18.22580645,0.384615385,No romantic union,TRUE,1
3410,7.5,0,20,2.High school,6.35483871,0.596153846,No romantic union,FALSE,0
3410,20.67,0,25,4.College,13.19354839,2.75,Married,TRUE,1
3413,13.25,2,23,2.High school,10.22580645,3.923076923,Married,TRUE,0
3413,16.02,2,28,2.High school,18.09677419,3.807692308,Married,TRUE,1
3414,2.13,0,21,2.High school,6.225806452,1,No romantic union,FALSE,0
3414,10,0,26,4.College,13.77419355,1.653846154,Cohabiting,TRUE,1
3416,17.7,0,23,4.College,7.064516129,0.25,No romantic union,TRUE,0
3416,23.08,0,28,4.College,15,4.980769231,Married,TRUE,1
3420,11,1,22,2.High school,7.451612903,0.403846154,No romantic union,TRUE,0
3420,10.5,1,27,2.High school,14.67741935,0.423076923,No romantic union,TRUE,1
3426,9.5,0,23,1.Less than HS,NA,1.865384615,No romantic union,TRUE,0
3426,9.25,0,29,2.High school,NA,0.192307692,No romantic union,TRUE,1
3428,8,1,21,1.Less than HS,5.548387097,2.788461538,Married,FALSE,0
3428,7.65,2,25,1.Less than HS,11.12903226,3.057692308,Married,FALSE,1
3441,13.5,0,23,4.College,14,2.153846154,No romantic union,TRUE,0
3441,27.72,0,27,4.College,22.12903226,3.884615385,Married,TRUE,1
3443,8.25,0,20,2.High school,2.741935484,1.596153846,No romantic union,FALSE,0
3443,11.2,0,25,4.College,10.25806452,1.192307692,No romantic union,TRUE,1
3445,13,0,24,2.High school,10.96774194,5.673076923,No romantic union,TRUE,0
3445,16.75,0,29,2.High school,19.06451613,10.5,No romantic union,TRUE,1
3462,10,0,22,2.High school,7.419354839,0.673076923,No romantic union,FALSE,0
3462,20.19,0,26,4.College,15.58064516,1.557692308,Cohabiting,TRUE,1
3470,6,0,23,4.College,3.161290323,0.480769231,No romantic union,FALSE,0
3470,19,0,28,4.College,10.96774194,1.942307692,No romantic union,TRUE,1
3484,9.5,0,21,2.High school,8.161290323,4.865384615,Cohabiting,FALSE,0
3484,11.12,3,26,2.High school,16.25806452,9.692307692,Married,FALSE,1
3498,6.7,0,21,2.High school,4.548387097,0.365384615,Cohabiting,FALSE,0
3498,25.48,0,26,4.College,12.22580645,1.442307692,Married,TRUE,1
3503,8.3,2,23,2.High school,8.903225806,0.557692308,No romantic union,TRUE,0
3503,9,3,28,3.Some college,16.35483871,0.673076923,No romantic union,FALSE,1
3504,6,2,23,2.High school,5.161290323,0.25,Married,FALSE,0
3504,7.75,0,28,2.High school,11,0.115384615,Married,TRUE,1
3506,7,1,21,1.Less than HS,4.129032258,0.230769231,No romantic union,FALSE,0
3507,8.5,2,24,2.High school,6.612903226,1,Cohabiting,FALSE,0
3507,7,3,29,2.High school,8.774193548,0.403846154,Cohabiting,FALSE,1
3512,7.5,1,24,2.High school,11.03225806,4.269230769,No romantic union,TRUE,0
3512,9,1,28,2.High school,18.93548387,1.557692308,No romantic union,TRUE,1
3517,7,2,21,2.High school,NA,0.288461538,No romantic union,FALSE,0
3517,8.52,4,26,2.High school,NA,NA,No romantic union,TRUE,1
3526,48.08,1,29,4.College,21.41935484,7.538461538,Married,FALSE,1
3540,15.33,2,28,4.College,16.96774194,0.076923077,No romantic union,TRUE,1
3541,5.75,1,22,2.High school,5,0.692307692,No romantic union,FALSE,0
3541,6.55,1,27,2.High school,8.35483871,0.230769231,No romantic union,FALSE,1
3550,23,1,23,4.College,11.4516129,2.730769231,Cohabiting,FALSE,0
3550,23.91,1,28,4.College,19.35483871,7.442307692,Married,FALSE,1
3555,7.83,0,23,2.High school,9.419354839,0.115384615,Cohabiting,FALSE,0
3561,8,0,20,2.High school,4.548387097,1.596153846,No romantic union,FALSE,0
3561,25.97,0,25,4.College,12.5483871,2.326923077,No romantic union,TRUE,1
3566,7.25,3,26,2.High school,14.32258065,0.711538462,No romantic union,TRUE,1
3578,7,0,20,2.High school,7.516129032,1.365384615,No romantic union,TRUE,0
3578,8,0,25,2.High school,14.87096774,0.653846154,No romantic union,TRUE,1
3581,16,1,22,2.High school,11.16129032,1.173076923,No romantic union,TRUE,0
3581,20.53,1,27,2.High school,19.38709677,6.076923077,Married,TRUE,1
3586,9.53,0,21,2.High school,7.903225806,0.692307692,Cohabiting,FALSE,0
3586,36,1,26,4.College,16.03225806,5.538461538,Cohabiting,FALSE,1
3588,9.35,0,22,4.College,6.967741935,0.076923077,Cohabiting,TRUE,0
3590,6,2,23,2.High school,7.741935484,0.730769231,No romantic union,TRUE,0
3593,12.82,1,24,2.High school,11.77419355,3.173076923,Married,TRUE,0
3593,1.4,2,29,2.High school,17.09677419,6.346153846,Married,TRUE,1
3594,8.61,0,22,2.High school,9.774193548,0.884615385,No romantic union,TRUE,0
3594,14.25,0,27,2.High school,17.83870968,4.384615385,No romantic union,TRUE,1
3598,15.87,0,23,4.College,6.032258065,0.326923077,No romantic union,TRUE,0
3598,15.38,0,28,4.College,14.12903226,5.153846154,No romantic union,TRUE,1
3600,7.45,1,23,2.High school,8.548387097,3.307692308,No romantic union,TRUE,0
3600,13.03,1,28,2.High school,15.77419355,2.538461538,No romantic union,TRUE,1
3601,9.15,0,21,2.High school,2,1.019230769,No romantic union,FALSE,0
3601,33.33,0,26,4.College,8.451612903,2.5,No romantic union,FALSE,1
3604,11,1,21,2.High school,8.451612903,1.173076923,No romantic union,TRUE,0
3604,16,1,26,2.High school,16.38709677,2.5,No romantic union,TRUE,1
3614,7.5,0,21,2.High school,6.387096774,0.538461538,No romantic union,FALSE,0
3614,20.98,0,26,4.College,13.70967742,2.346153846,No romantic union,TRUE,1
3617,9,2,21,2.High school,6.258064516,0.134615385,Married,TRUE,0
3619,14.42,0,25,4.College,13.09677419,0.173076923,Married,TRUE,1
3627,15.38,0,23,4.College,6.677419355,1.615384615,No romantic union,TRUE,0
3627,15,1,28,4.College,14.5483871,0.673076923,Cohabiting,FALSE,1
3628,6.5,0,21,2.High school,8.161290323,0.75,No romantic union,FALSE,0
3628,17.12,0,26,4.College,14.64516129,1.480769231,No romantic union,TRUE,1
3634,8,0,21,2.High school,7.35483871,0.884615385,No romantic union,FALSE,0
3637,6.25,0,20,2.High school,8,1.557692308,No romantic union,FALSE,0
3637,19.49,0,25,4.College,16.16129032,1.923076923,No romantic union,TRUE,1
3638,17.5,0,24,4.College,12.64516129,1.576923077,Married,TRUE,0
3638,16.78,2,28,4.College,18.90322581,2.596153846,Married,TRUE,1
3641,14.5,1,25,2.High school,12.96774194,1.326923077,Cohabiting,TRUE,1
3648,20.98,2,28,4.College,17.96774194,3.057692308,Married,TRUE,1
3682,33.07,0,22,4.College,5.741935484,2.057692308,No romantic union,TRUE,0
3682,27.47,1,27,4.College,14.38709677,7.211538462,Married,TRUE,1
3694,9,0,24,1.Less than HS,6.709677419,0.038461538,No romantic union,TRUE,0
3694,12.5,0,29,1.Less than HS,NA,1.461538462,No romantic union,TRUE,1
3696,12.36,1,24,2.High school,13.87096774,4.730769231,Married,TRUE,1
3710,13.46,0,23,2.High school,9.064516129,4.134615385,No romantic union,TRUE,0
3712,6.35,0,19,2.High school,4.225806452,0.75,No romantic union,FALSE,0
3716,8,2,24,2.High school,9.451612903,2.326923077,No romantic union,TRUE,0
3716,6.75,0,29,2.High school,15.5483871,0.346153846,Cohabiting,FALSE,1
3718,7.13,3,22,1.Less than HS,2.677419355,0.557692308,No romantic union,FALSE,0
3718,9.62,4,27,1.Less than HS,10.22580645,2.115384615,Married,TRUE,1
3722,9.5,1,22,2.High school,NA,1.980769231,Cohabiting,TRUE,0
3726,9.25,1,23,2.High school,12.38709677,0.961538462,Married,FALSE,0
3726,2.13,2,28,2.High school,20.12903226,3.442307692,No romantic union,FALSE,1
3739,9.38,1,23,2.High school,NA,2.096153846,No romantic union,TRUE,0
3739,14.18,2,28,3.Some college,NA,6.788461538,Married,TRUE,1
3740,8,0,20,2.High school,5.580645161,0.5,Married,TRUE,0
3740,11,1,25,2.High school,13.64516129,3.288461538,Cohabiting,TRUE,1
3742,9.73,0,24,2.High school,11.93548387,1.884615385,Cohabiting,FALSE,0
3742,12.74,2,28,2.High school,15.35483871,1.711538462,Married,FALSE,1
3748,10,1,24,2.High school,12.25806452,0.019230769,No romantic union,TRUE,0
3748,14.96,2,29,3.Some college,18.87096774,3.019230769,Cohabiting,TRUE,1
3752,10,3,23,2.High school,9.35483871,1.096153846,Married,TRUE,0
3752,14.96,4,28,2.High school,16.03225806,4,Married,TRUE,1
3753,3.5,1,22,1.Less than HS,NA,2.692307692,Cohabiting,TRUE,0
3753,8,1,26,2.High school,NA,1.173076923,Cohabiting,TRUE,1
3758,8.86,1,25,2.High school,12.5483871,1.423076923,No romantic union,FALSE,1
3771,6,0,20,2.High school,3.580645161,0.326923077,Cohabiting,FALSE,0
3771,17,0,24,4.College,11.38709677,3.634615385,Married,TRUE,1
3774,6.67,0,22,1.Less than HS,6.483870968,1.75,Married,TRUE,0
3782,7.34,0,23,2.High school,8.387096774,0.865384615,No romantic union,TRUE,0
3782,10,0,27,2.High school,16.09677419,5.461538462,Cohabiting,TRUE,1
3786,10.85,0,22,2.High school,3.612903226,0.384615385,No romantic union,FALSE,0
3786,18.83,0,27,4.College,NA,1.480769231,Married,TRUE,1
3789,6.35,0,21,2.High school,5.64516129,2.75,No romantic union,FALSE,0
3789,32.05,0,25,4.College,13.35483871,3.057692308,No romantic union,FALSE,1
3791,18.75,0,24,4.College,11.61290323,1.269230769,Cohabiting,TRUE,0
3791,37.14,1,29,4.College,19.70967742,6.096153846,Cohabiting,TRUE,1
3801,9,4,29,2.High school,NA,0.192307692,No romantic union,FALSE,1
3812,6.2,2,23,1.Less than HS,3.483870968,1.980769231,No romantic union,TRUE,0
3812,7.25,3,27,1.Less than HS,11.06451613,6.5,No romantic union,FALSE,1
3822,2.35,0,22,4.College,11.19354839,3.826923077,Cohabiting,FALSE,0
3822,22.42,0,27,4.College,14.12903226,0.846153846,Cohabiting,TRUE,1
3833,7.12,0,24,2.High school,4.064516129,1.942307692,No romantic union,TRUE,0
3833,7.25,1,29,2.High school,12.22580645,0.173076923,No romantic union,FALSE,1
3841,11.5,0,27,2.High school,16.16129032,1.615384615,No romantic union,FALSE,1
3842,2.13,0,26,2.High school,15.35483871,0.076923077,No romantic union,FALSE,1
3843,7,0,22,2.High school,8.903225806,0.403846154,No romantic union,TRUE,0
3843,26,0,26,4.College,17.06451613,1.403846154,No romantic union,TRUE,1
3855,9.25,1,24,2.High school,10.4516129,0.326923077,Cohabiting,FALSE,0
3855,14.3,2,29,4.College,17.5483871,2.288461538,Married,TRUE,1
3861,7,1,23,2.High school,1.419354839,0.173076923,Cohabiting,FALSE,0
3862,9.35,0,26,2.High school,7.806451613,3.384615385,No romantic union,FALSE,1
3867,7.7,0,22,2.High school,8.548387097,4.403846154,No romantic union,FALSE,0
3867,10.31,2,27,2.High school,15.38709677,2.961538462,Married,TRUE,1
3868,9,2,21,2.High school,3.290322581,0.153846154,No romantic union,TRUE,0
3868,8,3,25,2.High school,8.451612903,0.346153846,No romantic union,FALSE,1
3885,7,1,21,2.High school,5.387096774,1.076923077,No romantic union,TRUE,0
3885,14.42,1,26,2.High school,12.48387097,4.153846154,No romantic union,TRUE,1
3890,7,1,20,2.High school,2.741935484,0.25,No romantic union,FALSE,0
3890,25,2,25,2.High school,9.096774194,0.538461538,Married,FALSE,1
3897,12,0,22,3.Some college,6.677419355,3.980769231,Married,TRUE,0
3897,16.67,0,27,3.Some college,14.77419355,8.807692308,Married,TRUE,1
3900,3.88,1,22,2.High school,7.64516129,4,Married,FALSE,0
3905,7.75,0,24,3.Some college,9.935483871,2.75,Married,FALSE,0
3907,6.5,2,21,1.Less than HS,2.677419355,1.153846154,Married,TRUE,0
3913,9.4,1,20,2.High school,4.64516129,1.211538462,No romantic union,FALSE,0
3913,8.5,2,25,2.High school,8.419354839,0.5,No romantic union,FALSE,1
3919,9,1,22,1.Less than HS,3.483870968,1.057692308,Cohabiting,TRUE,0
3919,10.3,1,27,1.Less than HS,10.29032258,2.403846154,No romantic union,TRUE,1
3927,6.1,3,23,2.High school,2.258064516,0.75,Cohabiting,FALSE,0
3930,6.25,3,24,1.Less than HS,5.225806452,0.25,No romantic union,FALSE,0
3934,5.15,2,22,2.High school,10.22580645,4.519230769,Married,TRUE,0
3935,6,0,23,4.College,3.935483871,1.134615385,No romantic union,TRUE,0
3935,9.5,0,27,4.College,11.80645161,1.557692308,No romantic union,TRUE,1
3939,8,0,22,2.High school,6.387096774,1.269230769,No romantic union,FALSE,0
